Start_Timestamp,End_Timestamp,NCI,gNB,Duration_Minutes
2025-05-13 04:15:00,2025-05-13 05:45:00,357783979,1397593,90.0
2025-05-14 00:15:00,2025-05-14 01:00:00,357783979,1397593,45.0
2025-05-14 02:15:00,2025-05-14 03:00:00,357783979,1397593,45.0
2025-05-14 04:15:00,2025-05-14 05:45:00,357783979,1397593,90.0
2025-05-15 01:00:00,2025-05-15 01:45:00,357783979,1397593,45.0
2025-05-15 04:15:00,2025-05-15 04:45:00,357783979,1397593,30.0
2025-05-15 05:15:00,2025-05-15 05:45:00,357783979,1397593,30.0
2025-05-16 01:00:00,2025-05-16 02:00:00,357783979,1397593,60.0
2025-05-16 02:45:00,2025-05-16 03:45:00,357783979,1397593,60.0
2025-05-16 04:15:00,2025-05-16 04:45:00,357783979,1397593,30.0
2025-05-16 05:15:00,2025-05-16 05:45:00,357783979,1397593,30.0
2025-05-16 06:15:00,2025-05-16 06:45:00,357783979,1397593,30.0
2025-05-17 01:00:00,2025-05-17 01:45:00,357783979,1397593,45.0
2025-05-17 02:30:00,2025-05-17 03:45:00,357783979,1397593,75.0
2025-05-17 04:15:00,2025-05-17 05:45:00,357783979,1397593,90.0
2025-05-18 01:30:00,2025-05-18 02:45:00,357783979,1397593,75.0
2025-05-18 03:45:00,2025-05-18 05:45:00,357783979,1397593,120.0
2025-05-19 04:15:00,2025-05-19 06:00:00,357783979,1397593,105.0
2025-05-20 04:15:00,2025-05-20 05:45:00,357783979,1397593,90.0
2025-05-21 00:15:00,2025-05-21 01:00:00,357783979,1397593,45.0
2025-05-21 02:15:00,2025-05-21 02:45:00,357783979,1397593,30.0
2025-05-21 04:15:00,2025-05-21 05:45:00,357783979,1397593,90.0
2025-05-22 01:00:00,2025-05-22 01:45:00,357783979,1397593,45.0
2025-05-22 04:15:00,2025-05-22 04:45:00,357783979,1397593,30.0
2025-05-22 05:15:00,2025-05-22 05:45:00,357783979,1397593,30.0
2025-05-23 01:00:00,2025-05-23 02:00:00,357783979,1397593,60.0
2025-05-23 03:15:00,2025-05-23 03:45:00,357783979,1397593,30.0
2025-05-23 04:15:00,2025-05-23 04:45:00,357783979,1397593,30.0
2025-05-23 05:15:00,2025-05-23 05:45:00,357783979,1397593,30.0
2025-05-23 06:15:00,2025-05-23 06:45:00,357783979,1397593,30.0
2025-05-25 01:30:00,2025-05-25 02:45:00,357783979,1397593,75.0
2025-05-25 03:15:00,2025-05-25 05:45:00,357783979,1397593,150.0
2025-05-26 00:45:00,2025-05-26 01:45:00,357783979,1397593,60.0
2025-05-26 04:15:00,2025-05-26 05:45:00,357783979,1397593,90.0
2025-05-27 00:00:00,2025-05-27 00:45:00,357783979,1397593,45.0
2025-05-27 02:15:00,2025-05-27 03:00:00,357783979,1397593,45.0
